allocate,v,40,,,,,,,,,,,,,,,,,,
allot,v,40,,,,,,,,,,,,,,,,,,
allow,v,41,,,,,,,,,,,,,,,,,,
allowance,v,40,,,,,,,,,,,,,,,,,,
alloy,v,30,,,,,,,,,,,,,,,,,,
allude,v,32,,,,,,,,,,,,,,,,,,
allure,v,32,,,,,,,,,,,,,,,,,,
ally,v,41,,,,,,,,,,,,,,,,,,
alphabetise,v,30,,,,,,,,,,,,,,,,,,
alphabetize,v,30,,,,,,,,,,,,,,,,,,
alter,v,30,,,,,,,,,,,,,,,,,,
altercate,v,32,,,,,,,,,,,,,,,,,,
alternate,v,30,,,,,,,,,,,,,,,,,,
aluminise,v,35,,,,,,,,,,,,,,,,,,
aluminize,v,35,,,,,,,,,,,,,,,,,,
amalgamate,v,35,,,,,,,,,,,,,,,,,,
amass,v,30,,,,,,,,,,,,,,,,,,
amaze,v,31,,,,,,,,,,,,,,,,,,
ambition,v,37,,,,,,,,,,,,,,,,,,
amble,v,38,,,,,,,,,,,,,,,,,,
ambulate,v,38,,,,,,,,,,,,,,,,,,
ambuscade,v,33,,,,,,,,,,,,,,,,,,
ambush,v,33,,,,,,,,,,,,,,,,,,
ameliorate,v,30,,,,,,,,,,,,,,,,,,
amend,v,32,,,,,,,,,,,,,,,,,,
amerce,v,41,,,,,,,,,,,,,,,,,,
americanise,v,30,,,,,,,,,,,,,,,,,,
americanize,v,30,,,,,,,,,,,,,,,,,,
ammoniate,v,30,,,,,,,,,,,,,,,,,,
ammonify,v,30,,,,,,,,,,,,,,,,,,
amnesty,v,32,,,,,,,,,,,,,,,,,,
amortise,v,40,,,,,,,,,,,,,,,,,,
amortize,v,40,,,,,,,,,,,,,,,,,,
amount,v,42,,,,,,,,,,,,,,,,,,
amplify,v,30,,,,,,,,,,,,,,,,,,
amputate,v,35,,,,,,,,,,,,,,,,,,
amuse,v,41,,,,,,,,,,,,,,,,,,
anaesthetise,v,29,,,,,,,,,,,,,,,,,,
anaesthetize,v,29,,,,,,,,,,,,,,,,,,
anagram,v,31,,,,,,,,,,,,,,,,,,
anagrammatise,v,31,,,,,,,,,,,,,,,,,,
anagrammatize,v,31,,,,,,,,,,,,,,,,,,
analogise,v,31,,,,,,,,,,,,,,,,,,
analogize,v,31,,,,,,,,,,,,,,,,,,
analyse,v,31,,,,,,,,,,,,,,,,,,
analyze,v,31,,,,,,,,,,,,,,,,,,
anastomose,v,35,,,,,,,,,,,,,,,,,,
anathematise,v,32,,,,,,,,,,,,,,,,,,
anathematize,v,32,,,,,,,,,,,,,,,,,,
anathemise,v,32,,,,,,,,,,,,,,,,,,
anathemize,v,32,,,,,,,,,,,,,,,,,,
anatomise,v,35,,,,,,,,,,,,,,,,,,
anatomize,v,35,,,,,,,,,,,,,,,,,,
anchor,v,35,,,,,,,,,,,,,,,,,,
ancylose,v,29,,,,,,,,,,,,,,,,,,
anele,v,29,,,,,,,,,,,,,,,,,,
anesthetise,v,29,,,,,,,,,,,,,,,,,,
anesthetize,v,29,,,,,,,,,,,,,,,,,,
anger,v,37,,,,,,,,,,,,,,,,,,
angle,v,38,,,,,,,,,,,,,,,,,,
angle-park,v,38,,,,,,,,,,,,,,,,,,
anglicise,v,30,,,,,,,,,,,,,,,,,,
anglicize,v,30,,,,,,,,,,,,,,,,,,
anguish,v,37,,,,,,,,,,,,,,,,,,
angulate,v,30,,,,,,,,,,,,,,,,,,
animadvert,v,32,,,,,,,,,,,,,,,,,,
animalise,v,36,,,,,,,,,,,,,,,,,,
animalize,v,36,,,,,,,,,,,,,,,,,,
animate,v,37,,,,,,,,,,,,,,,,,,
animise,v,30,,,,,,,,,,,,,,,,,,
animize,v,30,,,,,,,,,,,,,,,,,,
ankylose,v,29,,,,,,,,,,,,,,,,,,
anneal,v,30,,,,,,,,,,,,,,,,,,
annex,v,40,,,,,,,,,,,,,,,,,,
annihilate,v,30,,,,,,,,,,,,,,,,,,
annotate,v,36,,,,,,,,,,,,,,,,,,
announce,v,32,,,,,,,,,,,,,,,,,,
annoy,v,37,,,,,,,,,,,,,,,,,,
annul,v,41,,,,,,,,,,,,,,,,,,
annunciate,v,32,,,,,,,,,,,,,,,,,,
anodise,v,30,,,,,,,,,,,,,,,,,,
anodize,v,30,,,,,,,,,,,,,,,,,,
anoint,v,31,,,,,,,,,,,,,,,,,,
answer,v,32,,,,,,,,,,,,,,,,,,
antagonise,v,41,,,,,,,,,,,,,,,,,,
antagonize,v,37,,,,,,,,,,,,,,,,,,
ante,v,33,,,,,,,,,,,,,,,,,,
antecede,v,42,,,,,,,,,,,,,,,,,,
antedate,v,42,,,,,,,,,,,,,,,,,,
anthologise,v,36,,,,,,,,,,,,,,,,,,
anthologize,v,36,,,,,,,,,,,,,,,,,,
anthropomorphise,v,31,,,,,,,,,,,,,,,,,,
anthropomorphize,v,31,,,,,,,,,,,,,,,,,,
antic,v,29,,,,,,,,,,,,,,,,,,
anticipate,v,31,,,,,,,,,,,,,,,,,,
antiquate,v,30,,,,,,,,,,,,,,,,,,
antique,v,40,,,,,,,,,,,,,,,,,,
antisepticize,v,29,,,,,,,,,,,,,,,,,,
ape,v,42,,,,,,,,,,,,,,,,,,
aphorise,v,32,,,,,,,,,,,,,,,,,,
aphorize,v,32,,,,,,,,,,,,,,,,,,
apologise,v,32,,,,,,,,,,,,,,,,,,
apologize,v,32,,,,,,,,,,,,,,,,,,
apostatise,v,32,,,,,,,,,,,,,,,,,,
apostatize,v,32,,,,,,,,,,,,,,,,,,
apostrophise,v,32,,,,,,,,,,,,,,,,,,
apostrophize,v,32,,,,,,,,,,,,,,,,,,
apotheose,v,31,,,,,,,,,,,,,,,,,,
apotheosise,v,31,,,,,,,,,,,,,,,,,,
apotheosize,v,31,,,,,,,,,,,,,,,,,,
appal,v,37,,,,,,,,,,,,,,,,,,
appall,v,37,,,,,,,,,,,,,,,,,,
apparel,v,29,,,,,,,,,,,,,,,,,,
appeal,v,41,,,,,,,,,,,,,,,,,,
appear,v,39,,,,,,,,,,,,,,,,,,
appease,v,37,,,,,,,,,,,,,,,,,,
append,v,35,,,,,,,,,,,,,,,,,,
apperceive,v,39,,,,,,,,,,,,,,,,,,
appertain,v,42,,,,,,,,,,,,,,,,,,
applaud,v,32,,,,,,,,,,,,,,,,,,
applique,v,36,,,,,,,,,,,,,,,,,,
apply,v,34,,,,,,,,,,,,,,,,,,
appoint,v,41,,,,,,,,,,,,,,,,,,
apportion,v,40,,,,,,,,,,,,,,,,,,
appose,v,35,,,,,,,,,,,,,,,,,,
appraise,v,31,,,,,,,,,,,,,,,,,,
appreciate,v,37,,,,,,,,,,,,,,,,,,
apprehend,v,31,,,,,,,,,,,,,,,,,,
apprentice,v,31,,,,,,,,,,,,,,,,,,
apprise,v,32,,,,,,,,,,,,,,,,,,
apprize,v,32,,,,,,,,,,,,,,,,,,
approach,v,38,,,,,,,,,,,,,,,,,,
approbate,v,32,,,,,,,,,,,,,,,,,,
appropriate,v,31,,,,,,,,,,,,,,,,,,
approve,v,32,,,,,,,,,,,,,,,,,,
approximate,v,42,,,,,,,,,,,,,,,,,,
aquaplane,v,38,,,,,,,,,,,,,,,,,,
aquatint,v,36,,,,,,,,,,,,,,,,,,
arbitrage,v,40,,,,,,,,,,,,,,,,,,
arbitrate,v,32,,,,,,,,,,,,,,,,,,
arborise,v,30,,,,,,,,,,,,,,,,,,
arborize,v,30,,,,,,,,,,,,,,,,,,
arc,v,38,,,,,,,,,,,,,,,,,,
arch,v,38,,,,,,,,,,,,,,,,,,
archaise,v,30,,,,,,,,,,,,,,,,,,
archaize,v,30,,,,,,,,,,,,,,,,,,
archive,v,35,,,,,,,,,,,,,,,,,,
argue,v,32,,,,,,,,,,,,,,,,,,
argufy,v,32,,,,,,,,,,,,,,,,,,
arise,v,42,,,,,,,,,,,,,,,,,,
arm,v,33,,,,,,,,,,,,,,,,,,
armor,v,40,,,,,,,,,,,,,,,,,,
armour,v,40,,,,,,,,,,,,,,,,,,
aromatise,v,39,,,,,,,,,,,,,,,,,,
aromatize,v,39,,,,,,,,,,,,,,,,,,
arouse,v,37,,,,,,,,,,,,,,,,,,
arraign,v,41,,,,,,,,,,,,,,,,,,
arrange,v,35,,,,,,,,,,,,,,,,,,
array,v,35,,,,,,,,,,,,,,,,,,
arrest,v,35,,,,,,,,,,,,,,,,,,
arrive,v,38,,,,,,,,,,,,,,,,,,
arrogate,v,40,,,,,,,,,,,,,,,,,,
arterialise,v,30,,,,,,,,,,,,,,,,,,
arterialize,v,30,,,,,,,,,,,,,,,,,,
article,v,32,,,,,,,,,,,,,,,,,,
articulate,v,40,,,,,,,,,,,,,,,,,,
ascend,v,38,,,,,,,,,,,,,,,,,,
ascertain,v,32,,,,,,,,,,,,,,,,,,
ascribe,v,31,,,,,,,,,,,,,,,,,,
ash,v,30,,,,,,,,,,,,,,,,,,
ask,v,32,,,,,,,,,,,,,,,,,,
asperse,v,32,,,,,,,,,,,,,,,,,,
asphalt,v,35,,,,,,,,,,,,,,,,,,
asphyxiate,v,35,,,,,,,,,,,,,,,,,,
aspirate,v,35,,,,,,,,,,,,,,,,,,
aspire,v,31,,,,,,,,,,,,,,,,,,
assail,v,33,,,,,,,,,,,,,,,,,,
assassinate,v,41,,,,,,,,,,,,,,,,,,
assault,v,33,,,,,,,,,,,,,,,,,,
assay,v,31,,,,,,,,,,,,,,,,,,
assemble,v,36,,,,,,,,,,,,,,,,,,
assent,v,32,,,,,,,,,,,,,,,,,,
assert,v,32,,,,,,,,,,,,,,,,,,
assess,v,31,,,,,,,,,,,,,,,,,,
asseverate,v,32,,,,,,,,,,,,,,,,,,
assibilate,v,32,,,,,,,,,,,,,,,,,,
assign,v,41,,,,,,,,,,,,,,,,,,
assimilate,v,31,,,,,,,,,,,,,,,,,,
assist,v,41,,,,,,,,,,,,,,,,,,
associate,v,31,,,,,,,,,,,,,,,,,,
assoil,v,32,,,,,,,,,,,,,,,,,,
assonate,v,42,,,,,,,,,,,,,,,,,,
assort,v,41,,,,,,,,,,,,,,,,,,
assuage,v,37,,,,,,,,,,,,,,,,,,
assume,v,31,,,,,,,,,,,,,,,,,,
assure,v,32,,,,,,,,,,,,,,,,,,
asterisk,v,30,,,,,,,,,,,,,,,,,,
astonish,v,31,,,,,,,,,,,,,,,,,,
astound,v,31,,,,,,,,,,,,,,,,,,
astringe,v,35,,,,,,,,,,,,,,,,,,
astrogate,v,38,,,,,,,,,,,,,,,,,,
atom-bomb,v,33,,,,,,,,,,,,,,,,,,
atomise,v,35,,,,,,,,,,,,,,,,,,
atomize,v,35,,,,,,,,,,,,,,,,,,
atone,v,41,,,,,,,,,,,,,,,,,,
atrophy,v,29,,,,,,,,,,,,,,,,,,
attach,v,35,,,,,,,,,,,,,,,,,,
attack,v,33,,,,,,,,,,,,,,,,,,
attain,v,41,,,,,,,,,,,,,,,,,,
attaint,v,41,,,,,,,,,,,,,,,,,,
attemper,v,30,,,,,,,,,,,,,,,,,,
attempt,v,41,,,,,,,,,,,,,,,,,,
attend,v,42,,,,,,,,,,,,,,,,,,
attenuate,v,30,,,,,,,,,,,,,,,,,,
attest,v,32,,,,,,,,,,,,,,,,,,
attire,v,29,,,,,,,,,,,,,,,,,,
attitudinise,v,41,,,,,,,,,,,,,,,,,,
attitudinize,v,41,,,,,,,,,,,,,,,,,,
attorn,v,31,,,,,,,,,,,,,,,,,,
attract,v,35,,,,,,,,,,,,,,,,,,
attribute,v,31,,,,,,,,,,,,,,,,,,
attune,v,30,,,,,,,,,,,,,,,,,,
auction,v,40,,,,,,,,,,,,,,,,,,
auctioneer,v,40,,,,,,,,,,,,,,,,,,
audit,v,31,,,,,,,,,,,,,,,,,,
audition,v,36,,,,,,,,,,,,,,,,,,
augment,v,30,,,,,,,,,,,,,,,,,,
augur,v,32,,,,,,,,,,,,,,,,,,
aurify,v,30,,,,,,,,,,,,,,,,,,
auscultate,v,39,,,,,,,,,,,,,,,,,,
auspicate,v,32,,,,,,,,,,,,,,,,,,
authenticate,v,31,,,,,,,,,,,,,,,,,,
author,v,36,,,,,,,,,,,,,,,,,,
authorise,v,41,,,,,,,,,,,,,,,,,,
authorize,v,32,,,,,,,,,,,,,,,,,,
autoclave,v,29,,,,,,,,,,,,,,,,,,
autograph,v,32,,,,,,,,,,,,,,,,,,
automate,v,30,,,,,,,,,,,,,,,,,,
automatise,v,30,,,,,,,,,,,,,,,,,,
automatize,v,30,,,,,,,,,,,,,,,,,,
automobile,v,38,,,,,,,,,,,,,,,,,,
autopsy,v,39,,,,,,,,,,,,,,,,,,
autotomise,v,35,,,,,,,,,,,,,,,,,,
autotomize,v,35,,,,,,,,,,,,,,,,,,
avail,v,34,,,,,,,,,,,,,,,,,,
avalanche,v,38,,,,,,,,,,,,,,,,,,
avenge,v,33,,,,,,,,,,,,,,,,,,
aver,v,32,,,,,,,,,,,,,,,,,,
average,v,42,,,,,,,,,,,,,,,,,,
avert,v,41,,,,,,,,,,,,,,,,,,
avianise,v,30,,,,,,,,,,,,,,,,,,
avianize,v,30,,,,,,,,,,,,,,,,,,
aviate,v,38,,,,,,,,,,,,,,,,,,
avoid,v,32,,,,,,,,,,,,,,,,,,
avouch,v,32,,,,,,,,,,,,,,,,,,
avow,v,32,,,,,,,,,,,,,,,,,,
avulse,v,38,,,,,,,,,,,,,,,,,,
await,v,31,,,,,,,,,,,,,,,,,,
awake,v,29,,,,,,,,,,,,,,,,,,
awaken,v,29,,,,,,,,,,,,,,,,,,
award,v,40,,,,,,,,,,,,,,,,,,
awe,v,37,,,,,,,,,,,,,,,,,,
ax,v,35,,,,,,,,,,,,,,,,,,
axe,v,35,,,,,,,,,,,,,,,,,,
azure,v,30,,,,,,,,,,,,,,,,,,
baa,v,32,,,,,,,,,,,,,,,,,,
babbitt,v,35,,,,,,,,,,,,,,,,,,
babble,v,32,,,,,,,,,,,,,,,,,,
baby,v,41,,,,,,,,,,,,,,,,,,
baby-sit,v,41,,,,,,,,,,,,,,,,,,
babysit,v,41,,,,,,,,,,,,,,,,,,
bach,v,42,,,,,,,,,,,,,,,,,,
bachelor,v,42,,,,,,,,,,,,,,,,,,
back,v,41,,,,,,,,,,,,,,,,,,
backbite,v,32,,,,,,,,,,,,,,,,,,
backcross,v,35,,,,,,,,,,,,,,,,,,
backdate,v,41,,,,,,,,,,,,,,,,,,
backfire,v,41,,,,,,,,,,,,,,,,,,
background,v,30,,,,,,,,,,,,,,,,,,
backhand,v,35,,,,,,,,,,,,,,,,,,
backlash,v,41,,,,,,,,,,,,,,,,,,
backlog,v,30,,,,,,,,,,,,,,,,,,
backpack,v,38,,,,,,,,,,,,,,,,,,
backpedal,v,38,,,,,,,,,,,,,,,,,,
backscatter,v,30,,,,,,,,,,,,,,,,,,
backslap,v,41,,,,,,,,,,,,,,,,,,
backslide,v,30,,,,,,,,,,,,,,,,,,
backspace,v,32,,,,,,,,,,,,,,,,,,
backstitch,v,35,,,,,,,,,,,,,,,,,,
backstop,v,33,,,,,,,,,,,,,,,,,,
backstroke,v,38,,,,,,,,,,,,,,,,,,
backtrack,v,38,,,,,,,,,,,,,,,,,,
bacterise,v,30,,,,,,,,,,,,,,,,,,
bacterize,v,30,,,,,,,,,,,,,,,,,,
badge,v,35,,,,,,,,,,,,,,,,,,
badger,v,37,,,,,,,,,,,,,,,,,,
badmouth,v,32,,,,,,,,,,,,,,,,,,
baffle,v,31,,,,,,,,,,,,,,,,,,
bag,v,35,,,,,,,,,,,,,,,,,,
bail,v,41,,,,,,,,,,,,,,,,,,
bait,v,32,,,,,,,,,,,,,,,,,,
bake,v,30,,,,,,,,,,,,,,,,,,
balance,v,42,,,,,,,,,,,,,,,,,,
bald,v,30,,,,,,,,,,,,,,,,,,
bale,v,35,,,,,,,,,,,,,,,,,,
balk,v,41,,,,,,,,,,,,,,,,,,
balkanise,v,41,,,,,,,,,,,,,,,,,,
balkanize,v,41,,,,,,,,,,,,,,,,,,
ball,v,35,,,,,,,,,,,,,,,,,,
ballast,v,30,,,,,,,,,,,,,,,,,,
balloon,v,38,,,,,,,,,,,,,,,,,,
ballot,v,41,,,,,,,,,,,,,,,,,,
ballyhoo,v,32,,,,,,,,,,,,,,,,,,
ballyrag,v,37,,,,,,,,,,,,,,,,,,
bamboozle,v,32,,,,,,,,,,,,,,,,,,
ban,v,41,,,,,,,,,,,,,,,,,,
band,v,35,,,,,,,,,,,,,,,,,,
bandage,v,35,,,,,,,,,,,,,,,,,,
bandy,v,33,,,,,,,,,,,,,,,,,,
bang,v,35,,,,,,,,,,,,,,,,,,
banish,v,41,,,,,,,,,,,,,,,,,,
bank,v,38,,,,,,,,,,,,,,,,,,
bankroll,v,40,,,,,,,,,,,,,,,,,,
bankrupt,v,40,,,,,,,,,,,,,,,,,,
banquet,v,34,,,,,,,,,,,,,,,,,,
banter,v,32,,,,,,,,,,,,,,,,,,
baptise,v,32,,,,,,,,,,,,,,,,,,
baptize,v,32,,,,,,,,,,,,,,,,,,
bar,v,32,,,,,,,,,,,,,,,,,,
