ban;v;41,32,41,41
band;v;35,35
bandage;v;35,29
bandy;v;33,33,32
bang;v;35,39,35,38,35,35
banish;v;41,41,41,38
bank;v;38,35,40,40,40,40,35,31
bankroll;v;40
bankrupt;v;40
banquet;v;34,34
banter;v;32
baptise;v;32
baptize;v;32
bar;v;32,35,41,35
barb;v;35
barbarise;v;30,30
barbarize;v;30,30
barbecue;v;30
barbeque;v;30
barber;v;29
bard;v;36
barde;v;36
bare;v;35,32,30
barf;v;29
bargain;v;40,32
barge;v;38,38
bark;v;32,35,35,32,30
barnstorm;v;33,33
baronetise;v;41
baronetize;v;41
barrack;v;42,32,32
barrage;v;32
barrel;v;35
barricade;v;35,33,33
barricado;v;33
barter;v;40
base;v;31,42,34
bash;v;35
basify;v;30
bask;v;37,35
basset;v;30
bastardise;v;41,32
bastardize;v;41,32
baste;v;30,35,35
bastinado;v;35
bat;v;35,29,35,35,35
batch;v;35
bate;v;41,38,30
batfowl;v;35
bathe;v;29,35,38
batik;v;30
batten;v;35,35
batter;v;35,35,30
battle;v;33
baulk;v;41
bawl;v;32,32,29
bay;v;32,32
bayonet;v;35
be;v;42,42,42,42,42,42,42,41,42,40,42,42,42
beach;v;38
beacon;v;39,38
bead;v;42,36,35
beak;v;35
beam;v;29,43,32,32,39,37
bean;v;35
bear;v;42,29,31,35,36,40,42,40,29,41,40,35,29
beard;v;42
beat;v;33,35,35,38,36,39,39,38,38,35,35,42,41,39,38,38,38,36,36,35,33,31,29
beatify;v;37,37,32
beautify;v;30,42,36
beaver;v;41
bebop;v;38
becalm;v;30
bechance;v;30,30
becharm;v;41,37
beckon;v;32,37,32
becloud;v;39
become;v;30,42,42,42
bed;v;40,35,35,35,29
bed-hop;v;38
bedamn;v;32
bedaub;v;35
bedaze;v;39
bedazzle;v;39
bedeck;v;36
bedevil;v;37,31
bedew;v;30
bedhop;v;38
bedight;v;36
bedim;v;30,30
bedizen;v;36,29
bedraggle;v;30
beef;v;32
beep;v;39,32
beeswax;v;35
beetle;v;42,38,35
befall;v;30,30
befit;v;42
befog;v;39
befool;v;41,32
befoul;v;30
befriend;v;41
befuddle;v;31,34
beg;v;32,32,40,32
beget;v;29
beggar;v;42,40
begild;v;36
begin;v;30,42,30,32,42,42,42,41,41,32
begrime;v;35
begrudge;v;37,37
beguile;v;41,37
behave;v;29,41,41
behead;v;35
behold;v;39
behoove;v;42
behove;v;42
bejewel;v;36
belabor;v;41,32,35
belabour;v;41,35,32
belay;v;35,35
belch;v;29,30
beleaguer;v;37,33
belie;v;42,32
believe;v;31,31,31,31,31
belittle;v;32,32,30
bell;v;35
bellow;v;32,32
belly;v;30
belly-flop;v;38
belly-land;v;38
bellyache;v;32
bellylaugh;v;29
belong;v;40,42,42,42,42,42
belt;v;36,35,35
bemire;v;35
bemoan;v;32
bemock;v;32
bemuse;v;37
bench;v;41,39
bend;v;38,38,35,38,38,35
benday;v;36
benefact;v;41
benefice;v;40
beneficiate;v;30
benefit;v;40,40
benficiate;v;30
benight;v;37,35,30
benumb;v;39
beplaster;v;35
bequeath;v;40
berate;v;32
bereave;v;40
berry;v;35
berth;v;40,35,35
beseech;v;32
beseem;v;42
beset;v;37,33,35
beshrew;v;32
besiege;v;33,37,32
besmear;v;35
besmirch;v;32,35
besot;v;39
bespangle;v;36,35
bespatter;v;35
bespeak;v;32,32
bespeckle;v;35
bespot;v;35
besprinkle;v;30
best;v;33
bestialise;v;30
bestialize;v;30
bestir;v;38
bestow;v;40,40,40
bestrew;v;35
bestride;v;38
bet;v;32,33,31
bethink;v;39,31
betide;v;30
betoken;v;32,32
betray;v;32,41,37,41,32,32
betroth;v;32
better;v;33,30,30
bevel;v;35
bewail;v;32
beware;v;31
bewhisker;v;40
bewilder;v;31,37
bewitch;v;37,32,32
bewray;v;32
bias;v;33,31
bib;v;34
bicker;v;32
bicycle;v;38
bid;v;40,32,32,40,40,32
bide;v;42
biff;v;35
bifurcate;v;42,30
bight;v;35
bike;v;38
bilge;v;30,30
bilk;v;41,41,40,38
bill;v;40,32,32
billet;v;42
billow;v;38,38,38,30
bin;v;35
bind;v;35,41,35,35,35,32,35,35,30,29
binge;v;34
bioassay;v;31
biodegrade;v;30
birch;v;35
bird;v;33
bird-nest;v;35
birdie;v;35
birdlime;v;38
birdnest;v;35
birdwatch;v;33
birl;v;38,38
birle;v;38
birr;v;39
birth;v;29
bisect;v;35
bitch;v;32,32
bite;v;35,39,35,35
bitt;v;35
bitter;v;39
bituminise;v;30
bituminize;v;30
bivouac;v;42
blab;v;32,32
blabber;v;32
black;v;30
blackball;v;41,41
blackberry;v;35
blacken;v;30,30
blackguard;v;32,32
blackjack;v;41
blacklead;v;35
blackleg;v;41
blacklist;v;41
blackmail;v;41,40
blacktop;v;35
blackwash;v;32,30
blame;v;32,32,31
blanch;v;29,30
blandish;v;32
blank;v;41
blanket;v;35,42
blare;v;39,39
blarney;v;32
blaspheme;v;32,32
blast;v;39,35,33,38,36,36,33,32,30,30
blat;v;32
blate;v;32
blather;v;32
blaze;v;43,33,43,38,32
blazon;v;36
bleach;v;30,30
blear;v;30
bleat;v;32,32
bleed;v;29,29,40,38,30
bleep;v;39
blemish;v;35,35,30
blench;v;29
blend;v;35,42,30
bless;v;32,40,32,32
blether;v;32
blight;v;43
blind;v;39,39,30
blindfold;v;35
blindside;v;41,33
blink;v;29,29,39
blinker;v;35
blister;v;30,32,30
blither;v;32
blitz;v;33
blitzkrieg;v;33
bloat;v;30,30
blob;v;35
block;v;35,41,41,32,41,39,39,35,35,35,35,33,31,30,30,30
blockade;v;41,35,33,33
blog;v;32
blood;v;35
bloody;v;30
bloom;v;30
blossom;v;30,30
blot;v;35,35
blotch;v;36
bloviate;v;32
blow;v;29,43,29,38,39,30,42,41,40,40,39,39,39,38,38,38,38,35,32,32,32,30,30
blow-dry;v;30
blub;v;29
blubber;v;29,32
bludgeon;v;41,35
blue;v;30
blue-pencil;v;30
blueprint;v;36
bluff;v;33,32
blunder;v;41,38,32
blunt;v;30,39,35,30,30
blur;v;39,39,31,35,30,30
blurt;v;32
blush;v;29,30
bluster;v;43,32,29
board;v;38,42,34,34
boast;v;32,42
boat;v;38
boat-race;v;33
bob;v;38,38,35,32,29
bobble;v;41
bobsled;v;38
bode;v;32
bodge;v;41
body;v;42
body-surf;v;38
bodypaint;v;36
bog;v;30,30
bogey;v;35
boggle;v;38,42,31
boil;v;30,30,30,38,37
boldface;v;36
bollix;v;41
bollocks;v;41
bolshevise;v;30
bolshevize;v;30
bolster;v;30,35,30
bolt;v;38,35,34,38,38,34,30
bomb;v;33,41
bombard;v;35,33,32,30
bombilate;v;39
bombinate;v;39
bombproof;v;30
bond;v;35,41,40,35
bonderise;v;35
bonderize;v;35
bone;v;31,30
bong;v;39
bonk;v;35,35
bonnet;v;29
boo;v;32
boob;v;41
boogie;v;38
book;v;31,41,41,41
boom;v;39,35,43,39,30
boomerang;v;38
boondoggle;v;41
boost;v;38,30,41,30,35
boot;v;35,29
bootleg;v;40,36
bootlick;v;32
bootstrap;v;41
booze;v;34
bop;v;38,35
border;v;35,42,35,40,35
bore;v;37,35
borrow;v;40,40
bosom;v;39,35
boss;v;35
botanise;v;31
botanize;v;31
botch;v;41
bother;v;41,37,41,38,37,37
bottle;v;40,35
bottlefeed;v;34
bottleneck;v;41,30
bottom;v;40,35,31
bounce;v;38,35,38,40,38,40,35
bound;v;38,42,30,38
bourgeon;v;30
bouse;v;35
bow;v;32,32,38,38,36
bowdlerise;v;30
bowdlerize;v;30
bower;v;35
bowl;v;38,35,33
bowse;v;35
box;v;35,35,35
boycott;v;41
brabble;v;32
brace;v;37,35,35,29
brachiate;v;38
bracket;v;35,32,31
brad;v;35
brag;v;32
braid;v;36,35,35
brail;v;35,33
braille;v;32
brain;v;35,35
brainstorm;v;31
brainwash;v;32,31
braise;v;30
brake;v;38,38
branch;v;30,30
brand;v;41,41,35,32
brandish;v;35,39
brandmark;v;35
brattice;v;40
brattle;v;39
brave;v;42
bravo;v;32
brawl;v;32
bray;v;32,30,29
braze;v;35
brazen;v;32
breach;v;41,35
bread;v;35
break;v;30,30,30,35,30,41,38,38,37,30,41,30,42,33,32,30,30,41,38,38,30,30,42,42,42,42,42,41,41,41,41,41,40,38,38,38,38,35,35,35,35,35,35,35,1230960,35,938019,32,781106,32,780790,32,746425,32,740445,31,740319,31
break-dance;v;38
breakfast;v;34,34
bream;v;35
breast;v;42,38,33
breastfeed;v;34
breaststroke;v;38
breathalyse;v;41
breathalyze;v;41
breathe;v;29,42,40,42,32,32,32,30,29
brecciate;v;35,30
breed;v;36,35,35,29
breeze;v;43,38
brevet;v;41
brew;v;36,30
bribe;v;40
bridge;v;42,35,38
bridle;v;37,35,32
brief;v;32
brigade;v;33
brighten;v;30,43
brim;v;42,30
brine;v;30
bring;v;38,35,36,35,30,35,36,40,40,37,32
brisk;v;30
brisken;v;30
bristle;v;42,38,42,31
broach;v;32
broadcast;v;32,35,32
broaden;v;30,30,30,30
broadside;v;35
brocade;v;36
broider;v;36
broil;v;30,30,42
broker;v;40
bromate;v;30,30
brominate;v;30,30
bronze;v;30,29
brooch;v;35
brood;v;31,42,42,37,29
brook;v;31
broom;v;35,35
browbeat;v;37,32
brown;v;30,30
brown-nose;v;32
browse;v;40,35,35,34
bruise;v;35,37,30,30
bruit;v;32
brunch;v;34
brush;v;35,35,35,38,30,35
brutalise;v;41,30,30
brutalize;v;41,30,30
bubble;v;30,39,38,30,29
buccaneer;v;42
buck;v;41,41,38,38
bucket;v;35,35
buckle;v;35,35,30
buckram;v;30
bud;v;30,30
budge;v;38
budget;v;31
buff;v;35,35
buffalo;v;37
buffer;v;30,35
buffet;v;35,35
bug;v;37,39
bugger;v;41
bugle;v;36
build;v;36,30,36,30,41,36,36,31,30,30
bulge;v;30,42,38,30
bulk;v;30,30
bull;v;41,40,32,30
bulldog;v;33,33
bulldoze;v;35
bulletin;v;32
bulletproof;v;30
bullshit;v;32
bully;v;37,32
bullyrag;v;37
bulwark;v;33
bum;v;40,42
bumble;v;41,38,32
bump;v;35,40,38,41,35
bunch;v;38,35
bunco;v;41
bundle;v;35,35,35,29
bung;v;40,35
bungle;v;41,29
bunk;v;41,40,38
bunker;v;35,40,38
bunt;v;35,35
buoy;v;38,35,32
bur;v;30
burble;v;39
burden;v;35,32
burgeon;v;30
burglarise;v;41
burglarize;v;41
burgle;v;41
burke;v;41,30
burl;v;30
burlesque;v;32
burn;v;30,43,30,39,43,37,30,41,40,39,30,29,36,34,30
burnish;v;35
burp;v;29
burr;v;30
burrow;v;38
burst;v;30,37,30,38,42,30,38,30
burthen;v;35
bury;v;39,41,35,35,35,31
bus;v;38,38,30
bush;v;40
bushel;v;30
bushwhack;v;33,42,38
busk;v;36
buss;v;35
bust;v;35,41,35,35,30
bustle;v;38
busy;v;41
butcher;v;35
butt;v;35,35,35
butt-weld;v;35
butter;v;35
butterfly;v;38,35,32
button;v;35,35
buttonhole;v;41
buttress;v;30,30
buttweld;v;35
butylate;v;30
buy;v;40,40,42,40,31
buzz;v;39,38,42,32
by-bid;v;40
bypass;v;32
ca-ca;v;29
cab;v;38
cabal;v;31
cabbage;v;40
cabin;v;35
cable;v;32,35
cache;v;40
cachinnate;v;29
cackel;v;32
cackle;v;32,32,29
caddie;v;33
caddy;v;33
cadge;v;40,40
cage;v;41
cajole;v;32
cake;v;35
cakewalk;v;38
calcify;v;30,30,30,30
calcimine;v;35
calcine;v;30
calculate;v;31,31,40,32,31,31
calendar;v;31
calender;v;35
calibrate;v;30,35,31
caliper;v;31
calk;v;35,35,29
call;v;32,32,32,32,32,41,41,32,32,32,42,41,41,40,40,38,32,32,32,32,32,32,32,32,31,31,31,29
calligraph;v;36
calliper;v;31
callous;v;30
callus;v;30,30
calm;v;37,30,37,29
calumniate;v;32
calve;v;35,29
camber;v;38
camouflage;v;39
camp;v;42,35,30
campaign;v;33,41,33
camphorate;v;30
can;v;30,41
canal;v;40
canalise;v;40
canalize;v;40
cancel;v;41,42,41,35,32
candle;v;39
candy;v;39
cane;v;35
canker;v;29,29
cannibalise;v;34,34
cannibalize;v;34,34
cannon;v;33,33
cannonade;v;33
cannulate;v;35
cannulise;v;35
cannulize;v;35
canoe;v;38
canonise;v;32,32
canonize;v;32,32
canoodle;v;35
canopy;v;35
cant;v;38
canter;v;38,38,38
cantilever;v;42,36
cantillate;v;32
canton;v;42,41
canulate;v;35
canvas;v;35
canvass;v;41,41,31
cap;v;42,30
capacitate;v;32,30,30
caparison;v;36
caper;v;38
capitalise;v;40,40,36,31,31,30
capitalize;v;40,40,36,31,31,30
capitulate;v;33
caponise;v;29
caponize;v;29
capriole;v;38,38
capsize;v;38
capsulate;v;35
capsule;v;35,30
capsulise;v;35,30
capsulize;v;35,30
captain;v;41
caption;v;40
captivate;v;37
capture;v;36,37,35,40,40,35
caracole;v;38
caramelise;v;30,30
caramelize;v;30,30
caravan;v;38
carbonate;v;42,30
carbonise;v;30,30
carbonize;v;30,30
carboxylate;v;30
carburet;v;35
carburise;v;30
carburize;v;30
card;v;35,31
care;v;37,41,37,41,37
careen;v;38,38
career;v;38
caress;v;35
caricature;v;32
carjack;v;35
cark;v;37
carmine;v;30
carnalise;v;30
carnalize;v;36,31,30
carnify;v;30
carol;v;36
carom;v;38,35
carouse;v;41
carp;v;32
carpenter;v;41
carpet;v;42,35,35
carry;v;35,42,38,32,35,35,42,41,30,42,33,31,41,40,36,35,32,42,42,42,42,42,41,41,41,40,40,40,38,38,36,35,34,34,33,33,33,33,32,29
cart;v;35,35
cartoon;v;36
cartwheel;v;38
carve;v;35,35,35
cascade;v;38,35
case;v;39,35
caseate;v;30,30
cash;v;40
cashier;v;41,41
casket;v;35
cast;v;36,40,36,35,41,38,36,35,33,32,29
castigate;v;32,41
castle;v;33
castrate;v;30,30,29,29
cat;v;35,29
catabolise;v;30
catabolize;v;30
catalog;v;36,31
catalogue;v;31,36
catalyse;v;30
catalyze;v;30
catapult;v;35,35
catcall;v;32
catch;v;31,39,35,35,35,35,35,35,38,40,33,30,41,39,39,35,31,31,29,43,39,39,37,36,35,35,33,31,30
catechise;v;32,32
catechize;v;32,32
categorise;v;31
categorize;v;31
catenate;v;35
catenulate;v;35
cater;v;34,34
caterwaul;v;32
cathect;v;29
catheterise;v;30
catheterize;v;30
catholicise;v;30
catholicize;v;30
catnap;v;29
caucus;v;41
caulk;v;35
cause;v;36,32
causeway;v;40,35
cauterise;v;30,30
cauterize;v;30,30
caution;v;32
cave;v;35,31
cavern;v;35
cavil;v;32
cavort;v;38
caw;v;32
cease;v;42,42
cede;v;40,40
celebrate;v;41,41,41
cement;v;35,35,35
cense;v;39
censor;v;41,31
censure;v;32
census;v;32
center;v;42,31,38
centralise;v;30
centralize;v;30
centre;v;38,31
centrifugate;v;38
centrifuge;v;38
cere;v;35
cerebrate;v;31
certificate;v;40,32
certify;v;32,40,41,41,32
cha-cha;v;38
chafe;v;39,37,37,35,35,30
chaff;v;32
chaffer;v;40,32
chagrin;v;37
chain;v;35,35
chain-smoke;v;34
chair;v;41,32
chairman;v;41
chalk;v;36
challenge;v;32,32,32,32
chamber;v;42
chamfer;v;35,35
champ;v;34,34
champion;v;33
chance;v;41,41,40
chandelle;v;38
change;v;30,30,30,30,30,30,40,38,30,30
channel;v;38,38,35
channel-surf;v;30
channelise;v;38,36,35,35
channelize;v;38,36,35,35
chant;v;32,32
chap;v;30
chaperon;v;38
chaperone;v;38
char;v;43,30
character;v;35
characterise;v;42,32
characterize;v;32,42
charcoal;v;36
charge;v;33,32,40,38,41,32,32,35,40,40,40,40,38,37,36,35,33,32,32,32,31,31,30,30,30
chariot;v;38,38
charleston;v;38
charm;v;37,41,33,32
chart;v;31,31,36
charter;v;41,41,40
chase;v;38,41,35,35
chasse;v;38
chasten;v;32,30,30
chastise;v;32
chat;v;32
chatter;v;39,35,32,32,32
chauffeur;v;38
chaw;v;34
cheapen;v;30
cheat;v;41,33,41,41
check;v;31,41,31,41,38,31,30,42,42,41,41,40,40,38,38,36,33,33,33,32,32,31,30,30,30
checker;v;36,30
checkmate;v;33
checkrow;v;35
cheek;v;32
cheep;v;32
cheer;v;37,32,32,32,32
cheerlead;v;32
cheese;v;42,35
chelate;v;42
chemisorb;v;35
cheque;v;40
chequer;v;36,30
cherish;v;37
chevvy;v;37
chevy;v;37
chew;v;34
chicane;v;33,32
chicken-fight;v;33
chickenfight;v;33
chide;v;32
child-proof;v;30
childproof;v;30
chill;v;37,30,30
chime;v;39
chin;v;38
chine;v;35
chink;v;39,35,30
chip;v;35,35,35,35,35
chirk;v;32
chiromance;v;39
chirp;v;32,36
chirr;v;32
chirrup;v;32
chisel;v;41,41,35
chit-chat;v;32
chitchat;v;32
chitter;v;32
chivvy;v;37
chivy;v;37
chlorinate;v;30,29
chloroform;v;29
chock;v;35,35
choir;v;36
choke;v;29,35,35,29,29,41,41,35,35,30,30,30,30,29
chomp;v;34
chondrify;v;30
choose;v;31,31,31
